ID_Appels,Source_revenu_menage,Niveau_education,Situation_menage,Situation_logement,Citoyennete_statut_immigration,Historique_recours_aide_alimentaire,Obtenu_aide_grace_aux_ressources,Apres_combien_jours_demarches,Apres_combien_jours_obtenu_aide,Retourner_aux_ressources_aide,Niveau_satisfaction_globale,Pourquoi_pas_obtenu_aide
101686975,Aide sociale,Professionnel (DEP),Biparentale,Logement subventionné,Réfugié-e,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
101687742,Aucun revenu,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
101696279,,,,,,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,,,,,
101698132,Pension de vieillesse,Collégial (Technique),Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Lendemain,Oui  au moins une fois par mois,5,
101698867,Aucun revenu,Primaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
101703059,Aide sociale,Professionnel (DEP),Biparentale,Logement subventionné,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,
101705982,,,,,,,,,,,,
101728989,Aide sociale,Primaire,Biparentale,Marché locatif privé,Réfugié-e,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Lendemain,Après 1 semaine ou plus,Oui  mais moins d'une fois par mois,5,
101734960,Aide sociale,Secondaire,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),En attente  a obtenu un rendez-vous / Waiting  got an appointment,Même jour,Na pas reçu daide encore,,,
101746064,Aide sociale,Secondaire,Biparentale,Logement subventionné,Réfugié-e,Première fois,Non  n'a pas obtenu d'aide,Après 2 jours ou plus,,,,
101779817,Aide sociale,Primaire,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,,Après 1 semaine ou plus,,,Aucun transport
101782727,Aide sociale,Universitaire - 1er cycle,Personne célibataire vivant seule,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Même jour,Oui  au moins une fois par mois,5,
101786463,Aide sociale,Primaire,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Minimum une fois par mois depuis le début de la pandémie (mars 2020),Non  n'a pas obtenu d'aide,,,,,Barrière linguistique
101787736,Aide sociale,Secondaire,Personne célibataire vivant seule,Marché locatif privé,Réfugié-e,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Lendemain,Non  je n'ai pas été satisfait·e du service,2,Incapacité à joindre l'organisme
101801116,,,,,,,En attente  a obtenu un rendez-vous / Waiting  got an appointment,,,,,
101818564,Aide sociale,Professionnel (DEP),Multigénérationnel,Marché locatif privé,Réfugié-e,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,
101822543,,,,,,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,,,,,
101826023,Aide sociale,Secondaire,Cohabitation,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Même jour,Oui  au moins une fois par mois,5,
101863470,Aide sociale,Universitaire - 1er cycle,Monoparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
101864293,Aide sociale,Professionnel (DEP),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,En attente  a obtenu un rendez-vous / Waiting  got an appointment,Après 2 jours ou plus,,,,Liste d'attente complète
101865036,Aide sociale,Secondaire,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,2,
101934667,Prêts et bourses étudiants,Collégial (Technique),Personne célibataire vivant seule,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
101958282,Aide sociale,Secondaire,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,
101958603,Aide sociale,Secondaire,Cohabitation,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
101969537,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Lendemain,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
101975949,Régimes dinvalidité,Collégial (Technique),Monoparentale,Logement subventionné,Citoyenneté canadienne acquise,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
101998679,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
102065448,Aide sociale,Primaire,Monoparentale,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
102092312,,,,,,,,,,,,
102110916,Aide sociale,Secondaire,Couple sans enfant,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
102148859,Prêts et bourses étudiants,Universitaire - 1er cycle,Monoparentale,Marché locatif privé,Résidence permanente,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),En attente  a obtenu un rendez-vous / Waiting  got an appointment,Lendemain,Après 1 semaine ou plus,,,Incapacité à joindre l'organisme
102153279,Aide sociale,Collégial (Technique),Couple sans enfant,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Après 2 jours ou plus,Même jour,Oui  au moins une fois par mois,2,
102203799,Aide sociale,Professionnel (DEP),Cohabitation,Marché locatif privé,Citoyenneté canadienne à la naissance,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,Incapacité à joindre l'organisme
102273639,Aide sociale,Primaire,Biparentale,Logement subventionné,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Même jour,Oui  au moins une fois par mois,5,
102276970,,,,,,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,,,,,
102280545,Aide sociale,Universitaire - 1er cycle,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
102290367,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
102319630,Emploi temps partiel,Universitaire - 1er cycle,Cohabitation,Marché locatif privé,Visa temporaire,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Lendemain,Lendemain,Oui  au moins une fois par mois,4,
102321700,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Minimum une fois par mois depuis le début de la pandémie (mars 2020),Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Après 2 jours ou plus,,,,Incapacité à joindre l'organisme
102322220,Aucun revenu,Professionnel (DEP),Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,4,
102330908,Aide sociale,Primaire,Biparentale,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Lendemain,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
102337110,,,,,,,En attente  a obtenu un rendez-vous / Waiting  got an appointment,,,,,
102364526,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,5,Incapacité à joindre l'organisme
102368276,Aucun revenu,Primaire,Biparentale,Marché locatif privé,Demande dasile,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Après 2 jours ou plus,,Oui  au moins une fois par mois,3,
102369629,,,,,,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,,,Oui  au moins une fois par mois,,
102369712,Régimes dinvalidité,Collégial (Technique),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,4,
102370012,Pension de vieillesse,Universitaire - 1er cycle,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,
102411713,Assurance emploi (chômage),Secondaire,Biparentale,Marché locatif privé,Résidence permanente,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,,Après 1 semaine ou plus,Oui  au moins une fois par mois,,Barrière linguistique
102494476,Emploi temps partiel,Universitaire - 1er cycle,Multigénérationnel,,,,Non  n'a pas obtenu d'aide,Ne les a pas contacté,,,,
102501462,Aide sociale,Collégial (Technique),Biparentale,Marché locatif privé,Demande dasile,Première fois,Non  n'a pas obtenu d'aide,Ne les a pas contacté,,,,
102502204,,,Monoparentale,,Réfugié-e,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
102533314,Aide sociale,Professionnel (DEP),Biparentale,Marché locatif privé,Réfugié-e,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
102582766,Pension de vieillesse,Primaire,Biparentale,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
102591789,Aide sociale,,Monoparentale,,Citoyenneté canadienne acquise,,Non  n'a pas obtenu d'aide,,,,,
102633556,Emploi temps plein,Professionnel (DEP),Monoparentale,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,,,,,Incapacité à joindre l'organisme
102841407,Aide sociale,Collégial (Technique),Cohabitation,Marché locatif privé,Réfugié-e,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
102851886,Aide sociale,Primaire,Biparentale,Marché locatif privé,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
102864313,Aide sociale,Professionnel (DEP),Biparentale,Marché locatif privé,Demande dasile,Première fois,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Même jour,Même jour,Oui  mais moins d'une fois par mois,4,
102908716,Aucun revenu,Universitaire - 3e cycle,Personne célibataire vivant seule,Marché locatif privé,Réfugié-e,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
102937899,Aucun revenu,Universitaire - 1er cycle,Cohabitation,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,4,
102938921,Aide sociale,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Demande dasile,Première fois,Non  n'a pas obtenu d'aide,Ne les a pas contacté,,,,Liste d'attente complète
102953424,,,,,Demande dasile,,En attente  a obtenu un rendez-vous / Waiting  got an appointment,,,,,
103072367,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Réfugié-e,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
103077696,Aide sociale,Collégial (Technique),Biparentale,Logement subventionné,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,4,
103164503,Aide sociale,Professionnel (DEP),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Non  n'a pas obtenu d'aide,Après 2 jours ou plus,Na pas reçu daide encore,,,Incapacité à joindre l'organisme
103171056,Aide sociale,Professionnel (DEP),Biparentale,Marché locatif privé,Demande dasile,Minimum une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
103216940,Pension de vieillesse,,Personne célibataire vivant seule,,,,Non  n'a pas obtenu d'aide,Ne les a pas contacté,,,,
103302469,Emploi temps plein,Universitaire - 1er cycle,Biparentale,Propriétaire,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Lendemain,Même jour,Oui  mais moins d'une fois par mois,5,
103303572,Aucun revenu,Collégial (Technique),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Lendemain,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
103325403,Aide sociale,Professionnel (DEP),Biparentale,Marché locatif privé,Demande dasile,Première fois,En attente  a obtenu un rendez-vous / Waiting  got an appointment,Même jour,,,,Incapacité à joindre l'organisme
103327556,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Non  n'a pas obtenu d'aide,Même jour,,,,Incapacité à joindre l'organisme
103367333,Emploi temps plein,Professionnel (DEP),Biparentale,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Même jour,Après 1 semaine ou plus,Non  je n'ai pas été satisfait·e du service,5,Incapacité à joindre l'organisme
103369781,Aucun revenu,Collégial (Technique),Biparentale,Marché locatif privé,Résidence permanente,Première fois,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Même jour,Lendemain,Oui  au moins une fois par mois,5,
103386899,,,,,,,,Après 2 jours ou plus,,,,
103423745,Aucun revenu,Collégial (Technique),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Après 2 jours ou plus,,,,Incapacité à joindre l'organisme
103431570,Aide sociale,Primaire,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Ne les a pas contacté,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
103462380,Emploi temps plein,Collégial (Technique),Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Lendemain,Oui  au moins une fois par mois,5,
103574002,Aide sociale,Professionnel (DEP),Cohabitation,Marché locatif privé,Demande dasile,Première fois,En attente  a obtenu un rendez-vous / Waiting  got an appointment,Même jour,,,,Incapacité à joindre l'organisme
103596453,Pension de vieillesse,Ne veut pas répondre,Personne célibataire vivant seule,Résidence privée pour aîné-es,Citoyenneté canadienne acquise,Première fois,Non  n'a pas obtenu d'aide,,,,,
103597866,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Lendemain,Oui  au moins une fois par mois,5,
103688152,Allocation familiale,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
103693701,,,,,,,Non  n'a pas obtenu d'aide,Même jour,,,,Incapacité à joindre l'organisme
103743624,Aucun revenu,Professionnel (DEP),Biparentale,Marché locatif privé,Réfugié-e,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,Incapacité à joindre l'organisme
103749116,Autre,Ne veut pas répondre,Biparentale,Logement subventionné,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Lendemain,Oui  au moins une fois par mois,3,
103864617,Aucun revenu,Secondaire,Personne célibataire vivant seule,Marché locatif privé,Demande dasile,Première fois,Non  n'a pas obtenu d'aide,Même jour,,,,Incapacité à joindre l'organisme
103869131,Assurance emploi (chômage),Secondaire,Monoparentale,Logement subventionné,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Lendemain,Après 2 jours ou plus,Oui  au moins une fois par mois,2,
103878641,Aide sociale,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
103904484,Aucun revenu,Secondaire,Monoparentale,Logement subventionné,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,2,
103920504,Ne veut pas répondre,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Ne souhaite pas répondre,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
103947629,Emploi temps plein,Universitaire - 3e cycle,Biparentale,Marché locatif privé,Résidence permanente,Première fois,Non  n'a pas obtenu d'aide,Même jour,,,,Incapacité à joindre l'organisme
103950692,Aide sociale,Universitaire - 1er cycle,Cohabitation,Marché locatif privé,Réfugié-e,Première fois,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Lendemain,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,
103992485,Aide sociale,Secondaire,Personne célibataire vivant seule,Marché locatif privé,Demande dasile,Première fois,Non  n'a pas obtenu d'aide,,,,,Incapacité à joindre l'organisme
103994208,Aucun revenu,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Lendemain,Oui  au moins une fois par mois,4,
103996293,Aide sociale,Primaire,Monoparentale,Sans domicile fixe,Citoyenneté canadienne à la naissance,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Même jour,Oui  au moins une fois par mois,3,
103997649,,,,,,,Non  n'a pas obtenu d'aide,,,,,Incapacité à joindre l'organisme
104046023,Aide sociale,Primaire,Personne célibataire vivant seule,,,,Non  n'a pas obtenu d'aide,Ne les a pas contacté,,,,
104105838,Emploi temps plein,Collégial (Technique),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
104126374,Aide sociale,Primaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,3,
104128209,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Même jour,Après 1 semaine ou plus,Non  je n'ai pas été satisfait·e du service,1,Autres
104140978,Autre,Primaire,Couple sans enfant,Marché locatif privé,Citoyenneté canadienne à la naissance,Minimum une fois par mois depuis le début de la pandémie (mars 2020),Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Même jour,,,,
104175954,,,,,,,,,,,,
104178258,Aucun revenu,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Visa temporaire,Première fois,Non  n'a pas obtenu d'aide,,,,,Autres
104179282,Aide sociale,Professionnel (DEP),Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Lendemain,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
104179860,Emploi temps partiel,Professionnel (DEP),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 1 semaine ou plus,Oui  mais moins d'une fois par mois,5,
104181760,Aide sociale,Primaire,Biparentale,Logement subventionné,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Ne les a pas contacté,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,Liste d'attente complète
104191132,Emploi temps partiel,Professionnel (DEP),Monoparentale,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,Incapacité à joindre l'organisme
104222193,Aide sociale,Collégial (Technique),Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Lendemain,Oui  au moins une fois par mois,5,
104238813,,,,,Réfugié-e,,Non  n'a pas obtenu d'aide,,,,,Barrière linguistique
104280020,Pension de vieillesse,Primaire,Couple sans enfant,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
104283420,Aucun revenu,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,4,
104285523,Aucun revenu,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
104289398,,,Personne célibataire vivant seule,,Citoyenneté canadienne acquise,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,,,Non  je n'ai pas été satisfait·e du service,,
104291710,Aucun revenu,Primaire,Cohabitation,Marché locatif privé,Citoyenneté canadienne à la naissance,Minimum une fois par mois depuis le début de la pandémie (mars 2020),,,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,Incapacité à joindre l'organisme
104413017,Aide sociale,Collégial (Technique),Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
104417286,Emploi temps partiel,Universitaire - 2e cycle,Couple sans enfant,Marché locatif privé,Visa temporaire,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
104459944,Aide sociale,Collégial (Technique),Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,Barrière linguistique
104461602,,,,,,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,,,,,
104478503,Pension de vieillesse,Primaire,Personne célibataire vivant seule,Propriétaire,Citoyenneté canadienne acquise,Première fois,En attente  a obtenu un rendez-vous / Waiting  got an appointment,Lendemain,,,,Autres;Incapacité à joindre l'organisme
104480868,Aucun revenu,Professionnel (DEP),Biparentale,Sans domicile fixe,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Lendemain,Après 1 semaine ou plus,,5,
104481437,,,,,,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Après 2 jours ou plus,Après 2 jours ou plus,Non  je n'ai pas été satisfait·e du service,3,Incapacité à joindre l'organisme
104483159,,,,,,,En attente  a obtenu un rendez-vous / Waiting  got an appointment,,,,,
104509723,Pension de vieillesse,Universitaire - 1er cycle,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Même jour,Oui  au moins une fois par mois,5,
104511350,Aide sociale,Professionnel (DEP),Couple sans enfant,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,
104512047,Aide sociale,Universitaire - 2e cycle,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Lendemain,Non  je n'ai pas été satisfait·e du service,1,
104557308,Aucun revenu,Professionnel (DEP),Biparentale,Logement subventionné,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,,Oui  mais moins d'une fois par mois,5,Incapacité à joindre l'organisme
